model	name	Y	M	variable	value
eqm_echam_51	Castanhao	1983	1	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1983	2	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1983	3	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1983	4	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1983	5	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1983	6	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1984	1	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1984	2	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1984	3	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1984	4	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1984	5	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1984	6	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1985	1	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1985	2	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1985	3	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1985	4	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1985	5	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1985	6	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1986	1	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1986	2	res_perc_diff_on_meas	95.1364571698336
eqm_echam_51	Castanhao	1986	3	res_perc_diff_on_meas	101.744388338945
eqm_echam_51	Castanhao	1986	4	res_perc_diff_on_meas	100.527320188148
eqm_echam_51	Castanhao	1986	5	res_perc_diff_on_meas	105.807896466165
eqm_echam_51	Castanhao	1986	6	res_perc_diff_on_meas	121.318605021191
eqm_echam_51	Castanhao	1987	1	res_perc_diff_on_meas	81.8600327853002
eqm_echam_51	Castanhao	1987	2	res_perc_diff_on_meas	86.3253409014404
eqm_echam_51	Castanhao	1987	3	res_perc_diff_on_meas	83.4450416071227
eqm_echam_51	Castanhao	1987	4	res_perc_diff_on_meas	84.7206896167736
eqm_echam_51	Castanhao	1987	5	res_perc_diff_on_meas	87.3185179127581
eqm_echam_51	Castanhao	1987	6	res_perc_diff_on_meas	88.7155142667261
eqm_echam_51	Castanhao	1988	1	res_perc_diff_on_meas	62.8758331912318
eqm_echam_51	Castanhao	1988	2	res_perc_diff_on_meas	63.3600173235163
eqm_echam_51	Castanhao	1988	3	res_perc_diff_on_meas	62.4783836223954
eqm_echam_51	Castanhao	1988	4	res_perc_diff_on_meas	64.0524706514766
eqm_echam_51	Castanhao	1988	5	res_perc_diff_on_meas	66.2714697261318
eqm_echam_51	Castanhao	1988	6	res_perc_diff_on_meas	69.288795854909
eqm_echam_51	Castanhao	1989	1	res_perc_diff_on_meas	71.2542220601226
eqm_echam_51	Castanhao	1989	2	res_perc_diff_on_meas	71.6110539996393
eqm_echam_51	Castanhao	1989	3	res_perc_diff_on_meas	75.5904661573052
eqm_echam_51	Castanhao	1989	4	res_perc_diff_on_meas	80.8506507670958
eqm_echam_51	Castanhao	1989	5	res_perc_diff_on_meas	85.0027912541697
eqm_echam_51	Castanhao	1989	6	res_perc_diff_on_meas	88.4112225445833
eqm_echam_51	Castanhao	1990	1	res_perc_diff_on_meas	104.975377986772
eqm_echam_51	Castanhao	1990	2	res_perc_diff_on_meas	104.155736981797
eqm_echam_51	Castanhao	1990	3	res_perc_diff_on_meas	110.235057846104
eqm_echam_51	Castanhao	1990	4	res_perc_diff_on_meas	115.354504242067
eqm_echam_51	Castanhao	1990	5	res_perc_diff_on_meas	118.819212639452
eqm_echam_51	Castanhao	1990	6	res_perc_diff_on_meas	121.318605021191
eqm_echam_51	Castanhao	1991	1	res_perc_diff_on_meas	73.8218022475465
eqm_echam_51	Castanhao	1991	2	res_perc_diff_on_meas	79.5857475506702
eqm_echam_51	Castanhao	1991	3	res_perc_diff_on_meas	87.5761666439913
eqm_echam_51	Castanhao	1991	4	res_perc_diff_on_meas	85.4074918326359
eqm_echam_51	Castanhao	1991	5	res_perc_diff_on_meas	83.1626878527957
eqm_echam_51	Castanhao	1991	6	res_perc_diff_on_meas	83.167043503992
eqm_echam_51	Castanhao	1992	1	res_perc_diff_on_meas	72.568542535978
eqm_echam_51	Castanhao	1992	2	res_perc_diff_on_meas	70.4350933942525
eqm_echam_51	Castanhao	1992	3	res_perc_diff_on_meas	71.6040580230818
eqm_echam_51	Castanhao	1992	4	res_perc_diff_on_meas	67.3277255949601
eqm_echam_51	Castanhao	1992	5	res_perc_diff_on_meas	63.2589485525367
eqm_echam_51	Castanhao	1992	6	res_perc_diff_on_meas	61.5656723660805
eqm_echam_51	Castanhao	1993	1	res_perc_diff_on_meas	61.8695901244141
eqm_echam_51	Castanhao	1993	2	res_perc_diff_on_meas	63.8235182690945
eqm_echam_51	Castanhao	1993	3	res_perc_diff_on_meas	67.2301887001973
eqm_echam_51	Castanhao	1993	4	res_perc_diff_on_meas	65.0760886921913
eqm_echam_51	Castanhao	1993	5	res_perc_diff_on_meas	63.1742354300412
eqm_echam_51	Castanhao	1993	6	res_perc_diff_on_meas	62.5147191717837
eqm_echam_51	Castanhao	1994	1	res_perc_diff_on_meas	27.3325498333621
eqm_echam_51	Castanhao	1994	2	res_perc_diff_on_meas	28.0042047142163
eqm_echam_51	Castanhao	1994	3	res_perc_diff_on_meas	31.1993561115341
eqm_echam_51	Castanhao	1994	4	res_perc_diff_on_meas	42.5556767796355
eqm_echam_51	Castanhao	1994	5	res_perc_diff_on_meas	39.3054176620603
eqm_echam_51	Castanhao	1994	6	res_perc_diff_on_meas	39.1905492430273
eqm_echam_51	Castanhao	1995	1	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1995	2	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1995	3	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1995	4	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1995	5	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1995	6	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1996	1	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1996	2	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1996	3	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1996	4	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1996	5	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1996	6	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1997	1	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1997	2	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1997	3	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1997	4	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1997	5	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1997	6	res_perc_diff_on_meas	NA
eqm_echam_51	Castanhao	1998	1	res_perc_diff_on_meas	71.7123161684137
eqm_echam_51	Castanhao	1998	2	res_perc_diff_on_meas	76.1062152267418
eqm_echam_51	Castanhao	1998	3	res_perc_diff_on_meas	77.3583499768686
eqm_echam_51	Castanhao	1998	4	res_perc_diff_on_meas	68.8484853468071
eqm_echam_51	Castanhao	1998	5	res_perc_diff_on_meas	64.616027856279
eqm_echam_51	Castanhao	1998	6	res_perc_diff_on_meas	62.886230074947
eqm_echam_51	Castanhao	1999	1	res_perc_diff_on_meas	29.7056174578826
eqm_echam_51	Castanhao	1999	2	res_perc_diff_on_meas	31.3629425813946
eqm_echam_51	Castanhao	1999	3	res_perc_diff_on_meas	32.3802717227369
eqm_echam_51	Castanhao	1999	4	res_perc_diff_on_meas	28.6079117119653
eqm_echam_51	Castanhao	1999	5	res_perc_diff_on_meas	35.4848453710927
eqm_echam_51	Castanhao	1999	6	res_perc_diff_on_meas	36.216562376731
eqm_echam_51	Castanhao	2000	1	res_perc_diff_on_meas	35.4490233893674
eqm_echam_51	Castanhao	2000	2	res_perc_diff_on_meas	41.5965131105343
eqm_echam_51	Castanhao	2000	3	res_perc_diff_on_meas	50.7877609949872
eqm_echam_51	Castanhao	2000	4	res_perc_diff_on_meas	60.2377156424006
eqm_echam_51	Castanhao	2000	5	res_perc_diff_on_meas	62.7621665741501
eqm_echam_51	Castanhao	2000	6	res_perc_diff_on_meas	62.4202460276086
eqm_echam_51	Castanhao	2001	1	res_perc_diff_on_meas	28.0229060812125
eqm_echam_51	Castanhao	2001	2	res_perc_diff_on_meas	33.5535385456591
eqm_echam_51	Castanhao	2001	3	res_perc_diff_on_meas	39.4069861129151
eqm_echam_51	Castanhao	2001	4	res_perc_diff_on_meas	41.2559556055907
eqm_echam_51	Castanhao	2001	5	res_perc_diff_on_meas	37.6981872099437
eqm_echam_51	Castanhao	2001	6	res_perc_diff_on_meas	35.1443132584303
eqm_echam_51	Castanhao	2002	1	res_perc_diff_on_meas	30.1590892529867
eqm_echam_51	Castanhao	2002	2	res_perc_diff_on_meas	27.8191090300482
eqm_echam_51	Castanhao	2002	3	res_perc_diff_on_meas	29.319361931109
eqm_echam_51	Castanhao	2002	4	res_perc_diff_on_meas	32.1995543338679
eqm_echam_51	Castanhao	2002	5	res_perc_diff_on_meas	30.9570213841023
eqm_echam_51	Castanhao	2002	6	res_perc_diff_on_meas	30.2019697819058
eqm_echam_51	Castanhao	2003	1	res_perc_diff_on_meas	7.48111170958008
eqm_echam_51	Castanhao	2003	2	res_perc_diff_on_meas	6.73415994794862
eqm_echam_51	Castanhao	2003	3	res_perc_diff_on_meas	7.82614196050562
eqm_echam_51	Castanhao	2003	4	res_perc_diff_on_meas	8.93094517687349
eqm_echam_51	Castanhao	2003	5	res_perc_diff_on_meas	5.13023136266127
eqm_echam_51	Castanhao	2003	6	res_perc_diff_on_meas	3.65026298250662
eqm_echam_51	Castanhao	2004	1	res_perc_diff_on_meas	13.2441575407204
eqm_echam_51	Castanhao	2004	2	res_perc_diff_on_meas	17.1947734542524
eqm_echam_51	Castanhao	2004	3	res_perc_diff_on_meas	17.8451895373716
eqm_echam_51	Castanhao	2004	4	res_perc_diff_on_meas	17.8184932239099
