model	name	Y	M	variable	value
measured	Banabuiu	1986	5	res_perc_diff_on_meas	64.4926176955337
measured	Banabuiu	1986	6	res_perc_diff_on_meas	67.677512538213
measured	Banabuiu	1987	1	res_perc_diff_on_meas	43.2301169388858
measured	Banabuiu	1987	2	res_perc_diff_on_meas	43.7303314878836
measured	Banabuiu	1987	3	res_perc_diff_on_meas	47.5445339942327
measured	Banabuiu	1987	4	res_perc_diff_on_meas	47.5458106603898
measured	Banabuiu	1987	5	res_perc_diff_on_meas	45.3686873023181
measured	Banabuiu	1987	6	res_perc_diff_on_meas	52.5420291566253
measured	Banabuiu	1988	1	res_perc_diff_on_meas	34.6243462593492
measured	Banabuiu	1988	2	res_perc_diff_on_meas	39.8917388821699
measured	Banabuiu	1988	3	res_perc_diff_on_meas	48.5061975879477
measured	Banabuiu	1988	4	res_perc_diff_on_meas	55.9527269697845
measured	Banabuiu	1988	5	res_perc_diff_on_meas	63.3308548467685
measured	Banabuiu	1988	6	res_perc_diff_on_meas	69.683091398795
measured	Banabuiu	1989	1	res_perc_diff_on_meas	44.2302091257077
measured	Banabuiu	1989	2	res_perc_diff_on_meas	41.907226332545
measured	Banabuiu	1989	3	res_perc_diff_on_meas	47.9761449100599
measured	Banabuiu	1989	4	res_perc_diff_on_meas	61.2972218334662
measured	Banabuiu	1989	5	res_perc_diff_on_meas	72.9573414775827
measured	Banabuiu	1989	6	res_perc_diff_on_meas	76.414886333174
measured	Banabuiu	1990	1	res_perc_diff_on_meas	46.4150656982158
measured	Banabuiu	1990	2	res_perc_diff_on_meas	54.3988963761106
measured	Banabuiu	1990	3	res_perc_diff_on_meas	48.5284644360022
measured	Banabuiu	1990	4	res_perc_diff_on_meas	54.1021821479357
measured	Banabuiu	1990	5	res_perc_diff_on_meas	59.5838172778901
measured	Banabuiu	1990	6	res_perc_diff_on_meas	63.7395623489264
measured	Banabuiu	1991	1	res_perc_diff_on_meas	37.1599051733156
measured	Banabuiu	1991	2	res_perc_diff_on_meas	39.6852399867136
measured	Banabuiu	1991	3	res_perc_diff_on_meas	42.6042811984329
measured	Banabuiu	1991	4	res_perc_diff_on_meas	44.1515746488413
measured	Banabuiu	1991	5	res_perc_diff_on_meas	49.6950543280973
measured	Banabuiu	1991	6	res_perc_diff_on_meas	51.4653087825871
measured	Banabuiu	1992	1	res_perc_diff_on_meas	26.4267357014167
measured	Banabuiu	1992	2	res_perc_diff_on_meas	36.5569930823199
measured	Banabuiu	1992	3	res_perc_diff_on_meas	42.0098987102958
measured	Banabuiu	1992	4	res_perc_diff_on_meas	41.0145508059528
measured	Banabuiu	1992	5	res_perc_diff_on_meas	36.494424627439
measured	Banabuiu	1992	6	res_perc_diff_on_meas	39.2357501168318
measured	Banabuiu	1993	1	res_perc_diff_on_meas	35.8429604374877
measured	Banabuiu	1993	2	res_perc_diff_on_meas	35.2332342440881
measured	Banabuiu	1993	3	res_perc_diff_on_meas	31.6052080132106
measured	Banabuiu	1993	4	res_perc_diff_on_meas	28.1601772196286
measured	Banabuiu	1993	5	res_perc_diff_on_meas	25.6950884354954
measured	Banabuiu	1993	6	res_perc_diff_on_meas	23.8785716767211
measured	Banabuiu	1994	1	res_perc_diff_on_meas	9.20839967189501
measured	Banabuiu	1994	2	res_perc_diff_on_meas	14.081047646472
measured	Banabuiu	1994	3	res_perc_diff_on_meas	16.1522499481638
measured	Banabuiu	1994	4	res_perc_diff_on_meas	19.2333635392812
measured	Banabuiu	1994	5	res_perc_diff_on_meas	23.8518554301619
measured	Banabuiu	1994	6	res_perc_diff_on_meas	38.8202908942421
measured	Banabuiu	1995	1	res_perc_diff_on_meas	18.8789898034816
measured	Banabuiu	1995	2	res_perc_diff_on_meas	25.9671961209486
measured	Banabuiu	1995	3	res_perc_diff_on_meas	31.2408756799847
measured	Banabuiu	1995	4	res_perc_diff_on_meas	42.8851989230751
measured	Banabuiu	1995	5	res_perc_diff_on_meas	55.1448649529137
measured	Banabuiu	1995	6	res_perc_diff_on_meas	63.1565050118151
measured	Banabuiu	1996	1	res_perc_diff_on_meas	91.7377879824812
measured	Banabuiu	1996	2	res_perc_diff_on_meas	111.073727952234
measured	Banabuiu	1996	3	res_perc_diff_on_meas	115.225513808149
measured	Banabuiu	1996	4	res_perc_diff_on_meas	121.318605021191
measured	Banabuiu	1996	5	res_perc_diff_on_meas	121.318605021191
measured	Banabuiu	1996	6	res_perc_diff_on_meas	121.318605021191
measured	Banabuiu	1997	1	res_perc_diff_on_meas	50.7144029666268
measured	Banabuiu	1997	2	res_perc_diff_on_meas	55.7003269387386
measured	Banabuiu	1997	3	res_perc_diff_on_meas	61.647350771687
measured	Banabuiu	1997	4	res_perc_diff_on_meas	68.152991102497
measured	Banabuiu	1997	5	res_perc_diff_on_meas	72.9220098979833
measured	Banabuiu	1997	6	res_perc_diff_on_meas	72.1397434973867
measured	Banabuiu	1998	1	res_perc_diff_on_meas	55.2329256210438
measured	Banabuiu	1998	2	res_perc_diff_on_meas	56.6028569200353
measured	Banabuiu	1998	3	res_perc_diff_on_meas	60.6585335650345
measured	Banabuiu	1998	4	res_perc_diff_on_meas	56.7020537164313
measured	Banabuiu	1998	5	res_perc_diff_on_meas	53.6123220649397
measured	Banabuiu	1998	6	res_perc_diff_on_meas	49.566718761061
measured	Banabuiu	1999	1	res_perc_diff_on_meas	20.6035897814985
measured	Banabuiu	1999	2	res_perc_diff_on_meas	21.1111726548652
measured	Banabuiu	1999	3	res_perc_diff_on_meas	21.4603406964237
measured	Banabuiu	1999	4	res_perc_diff_on_meas	15.7194735863978
measured	Banabuiu	1999	5	res_perc_diff_on_meas	16.9191042594118
measured	Banabuiu	1999	6	res_perc_diff_on_meas	12.5383486329441
measured	Banabuiu	2000	1	res_perc_diff_on_meas	13.3495808588351
measured	Banabuiu	2000	2	res_perc_diff_on_meas	20.9015872844229
measured	Banabuiu	2000	3	res_perc_diff_on_meas	27.2116903868885
measured	Banabuiu	2000	4	res_perc_diff_on_meas	36.0129138638552
measured	Banabuiu	2000	5	res_perc_diff_on_meas	42.4617741261168
measured	Banabuiu	2000	6	res_perc_diff_on_meas	51.2941963643942
measured	Banabuiu	2001	1	res_perc_diff_on_meas	10.1859155428121
measured	Banabuiu	2001	2	res_perc_diff_on_meas	13.1259289056608
measured	Banabuiu	2001	3	res_perc_diff_on_meas	16.7185662924292
measured	Banabuiu	2001	4	res_perc_diff_on_meas	21.1417495153989
measured	Banabuiu	2001	5	res_perc_diff_on_meas	18.4619800279008
measured	Banabuiu	2001	6	res_perc_diff_on_meas	24.9622343829535
measured	Banabuiu	2002	1	res_perc_diff_on_meas	15.3073863528864
measured	Banabuiu	2002	2	res_perc_diff_on_meas	15.3674648476398
measured	Banabuiu	2002	3	res_perc_diff_on_meas	19.5198973237869
measured	Banabuiu	2002	4	res_perc_diff_on_meas	24.8814363897847
measured	Banabuiu	2002	5	res_perc_diff_on_meas	28.7418574973265
measured	Banabuiu	2002	6	res_perc_diff_on_meas	35.1140622173439
measured	Banabuiu	2003	1	res_perc_diff_on_meas	29.6554406636983
measured	Banabuiu	2003	2	res_perc_diff_on_meas	34.4573927830492
measured	Banabuiu	2003	3	res_perc_diff_on_meas	39.6647631428601
measured	Banabuiu	2003	4	res_perc_diff_on_meas	41.7573670542271
measured	Banabuiu	2003	5	res_perc_diff_on_meas	40.4922628866448
measured	Banabuiu	2003	6	res_perc_diff_on_meas	45.6595707887512
measured	Banabuiu	2004	1	res_perc_diff_on_meas	45.6500797097166
measured	Banabuiu	2004	2	res_perc_diff_on_meas	57.6046318896915
measured	Banabuiu	2004	3	res_perc_diff_on_meas	63.6409206526771
measured	Banabuiu	2004	4	res_perc_diff_on_meas	66.1108491353247
measured	Banabuiu	2004	5	res_perc_diff_on_meas	70.884351012529
measured	Banabuiu	2004	6	res_perc_diff_on_meas	83.7540334393105
measured	Banabuiu	2005	1	res_perc_diff_on_meas	85.2626249743972
measured	Banabuiu	2005	2	res_perc_diff_on_meas	82.8985077211805
measured	Banabuiu	2005	3	res_perc_diff_on_meas	87.1234211916782
measured	Banabuiu	2005	4	res_perc_diff_on_meas	84.6818435007281
measured	Banabuiu	2005	5	res_perc_diff_on_meas	90.9699902510695
measured	Banabuiu	2005	6	res_perc_diff_on_meas	92.3563394950922
measured	Banabuiu	2006	1	res_perc_diff_on_meas	57.1786375813583
measured	Banabuiu	2006	2	res_perc_diff_on_meas	54.3118865281633
measured	Banabuiu	2006	3	res_perc_diff_on_meas	49.9740192888384
measured	Banabuiu	2006	4	res_perc_diff_on_meas	44.4557343661336
measured	Banabuiu	2006	5	res_perc_diff_on_meas	48.5637246233582
measured	Banabuiu	2006	6	res_perc_diff_on_meas	48.3792581405276
measured	Banabuiu	2007	1	res_perc_diff_on_meas	47.4199017994454
measured	Banabuiu	2007	2	res_perc_diff_on_meas	57.2740455373997
measured	Banabuiu	2007	3	res_perc_diff_on_meas	61.143558506793
measured	Banabuiu	2007	4	res_perc_diff_on_meas	62.7066627034473
measured	Banabuiu	2007	5	res_perc_diff_on_meas	67.0062551735429
measured	Banabuiu	2007	6	res_perc_diff_on_meas	71.9448072677229
measured	Banabuiu	2008	1	res_perc_diff_on_meas	41.1147907593698
measured	Banabuiu	2008	2	res_perc_diff_on_meas	44.0030909394629
measured	Banabuiu	2008	3	res_perc_diff_on_meas	54.3034317735963
measured	Banabuiu	2008	4	res_perc_diff_on_meas	64.5662538362773
measured	Banabuiu	2008	5	res_perc_diff_on_meas	70.6329061879503
measured	Banabuiu	2008	6	res_perc_diff_on_meas	77.0119294962691
measured	Banabuiu	2009	1	res_perc_diff_on_meas	73.7582422001729
measured	Banabuiu	2009	2	res_perc_diff_on_meas	64.0908195497151
measured	Banabuiu	2009	3	res_perc_diff_on_meas	63.3097222429579
measured	Banabuiu	2009	4	res_perc_diff_on_meas	74.1912345528906
measured	Banabuiu	2009	5	res_perc_diff_on_meas	82.6520937003491
measured	Banabuiu	2009	6	res_perc_diff_on_meas	87.4408416497296
measured	Banabuiu	2010	1	res_perc_diff_on_meas	82.9391401838767
measured	Banabuiu	2010	2	res_perc_diff_on_meas	76.5443201827455
measured	Banabuiu	2010	3	res_perc_diff_on_meas	70.6991819499052
measured	Banabuiu	2010	4	res_perc_diff_on_meas	76.2835228414131
measured	Banabuiu	2010	5	res_perc_diff_on_meas	77.5816790190308
measured	Banabuiu	2010	6	res_perc_diff_on_meas	83.5473931066724
measured	Banabuiu	2011	1	res_perc_diff_on_meas	65.238891947286
measured	Banabuiu	2011	2	res_perc_diff_on_meas	70.6375540527928
measured	Banabuiu	2011	3	res_perc_diff_on_meas	72.6023827646675
measured	Banabuiu	2011	4	res_perc_diff_on_meas	77.3816669540623
measured	Banabuiu	2011	5	res_perc_diff_on_meas	87.9439927851604
measured	Banabuiu	2011	6	res_perc_diff_on_meas	94.0685082319303
measured	Banabuiu	2012	1	res_perc_diff_on_meas	82.9593971534022
measured	Banabuiu	2012	2	res_perc_diff_on_meas	88.3336402636216
measured	Banabuiu	2012	3	res_perc_diff_on_meas	89.4108933663357
measured	Banabuiu	2012	4	res_perc_diff_on_meas	80.0329268817872
measured	Banabuiu	2012	5	res_perc_diff_on_meas	75.4244955917072
measured	Banabuiu	2012	6	res_perc_diff_on_meas	74.7795058750438
measured	Banabuiu	2013	1	res_perc_diff_on_meas	43.7986188624095
measured	Banabuiu	2013	2	res_perc_diff_on_meas	42.0109907880999
measured	Banabuiu	2013	3	res_perc_diff_on_meas	35.3084454270358
measured	Banabuiu	2013	4	res_perc_diff_on_meas	29.8292627588716
measured	Banabuiu	2013	5	res_perc_diff_on_meas	28.0540085029776
measured	Banabuiu	2013	6	res_perc_diff_on_meas	27.0091803059495
measured	Banabuiu	2014	1	res_perc_diff_on_meas	18.9412628886381
measured	Banabuiu	2014	2	res_perc_diff_on_meas	15.7625443271751
measured	Banabuiu	2014	3	res_perc_diff_on_meas	17.1193061930302
measured	Banabuiu	2014	4	res_perc_diff_on_meas	14.2450673156955
measured	Banabuiu	2014	5	res_perc_diff_on_meas	14.8078672656101
measured	Banabuiu	2014	6	res_perc_diff_on_meas	9.68729198175494
measured	Castanhao	1981	1	res_perc_diff_on_meas	NA
measured	Castanhao	1981	2	res_perc_diff_on_meas	NA
measured	Castanhao	1981	3	res_perc_diff_on_meas	NA
measured	Castanhao	1981	4	res_perc_diff_on_meas	NA
measured	Castanhao	1981	5	res_perc_diff_on_meas	NA
measured	Castanhao	1981	6	res_perc_diff_on_meas	NA
measured	Castanhao	1982	1	res_perc_diff_on_meas	NA
measured	Castanhao	1982	2	res_perc_diff_on_meas	NA
measured	Castanhao	1982	3	res_perc_diff_on_meas	NA
measured	Castanhao	1982	4	res_perc_diff_on_meas	NA
measured	Castanhao	1982	5	res_perc_diff_on_meas	NA
measured	Castanhao	1982	6	res_perc_diff_on_meas	NA
measured	Castanhao	1983	1	res_perc_diff_on_meas	NA
measured	Castanhao	1983	2	res_perc_diff_on_meas	NA
measured	Castanhao	1983	3	res_perc_diff_on_meas	NA
measured	Castanhao	1983	4	res_perc_diff_on_meas	NA
measured	Castanhao	1983	5	res_perc_diff_on_meas	NA
measured	Castanhao	1983	6	res_perc_diff_on_meas	NA
measured	Castanhao	1984	1	res_perc_diff_on_meas	NA
measured	Castanhao	1984	2	res_perc_diff_on_meas	NA
measured	Castanhao	1984	3	res_perc_diff_on_meas	NA
measured	Castanhao	1984	4	res_perc_diff_on_meas	NA
measured	Castanhao	1984	5	res_perc_diff_on_meas	NA
measured	Castanhao	1984	6	res_perc_diff_on_meas	NA
measured	Castanhao	1985	1	res_perc_diff_on_meas	NA
measured	Castanhao	1985	2	res_perc_diff_on_meas	NA
measured	Castanhao	1985	3	res_perc_diff_on_meas	NA
measured	Castanhao	1985	4	res_perc_diff_on_meas	NA
measured	Castanhao	1985	5	res_perc_diff_on_meas	NA
measured	Castanhao	1985	6	res_perc_diff_on_meas	NA
measured	Castanhao	1986	1	res_perc_diff_on_meas	NA
measured	Castanhao	1986	2	res_perc_diff_on_meas	91.8084966248602
measured	Castanhao	1986	3	res_perc_diff_on_meas	98.3647293533349
measured	Castanhao	1986	4	res_perc_diff_on_meas	103.026120257616
measured	Castanhao	1986	5	res_perc_diff_on_meas	105.084083823795
measured	Castanhao	1986	6	res_perc_diff_on_meas	109.592192664859
measured	Castanhao	1987	1	res_perc_diff_on_meas	75.8668858278862
measured	Castanhao	1987	2	res_perc_diff_on_meas	75.4830672754308
measured	Castanhao	1987	3	res_perc_diff_on_meas	78.6320554336283
measured	Castanhao	1987	4	res_perc_diff_on_meas	79.2577226967321
measured	Castanhao	1987	5	res_perc_diff_on_meas	79.4183541205418
measured	Castanhao	1987	6	res_perc_diff_on_meas	77.9074871003051
measured	Castanhao	1988	1	res_perc_diff_on_meas	57.962805258316
measured	Castanhao	1988	2	res_perc_diff_on_meas	55.7335794003669
measured	Castanhao	1988	3	res_perc_diff_on_meas	58.1533809319659
measured	Castanhao	1988	4	res_perc_diff_on_meas	65.0581637606146
measured	Castanhao	1988	5	res_perc_diff_on_meas	63.9477378757216
measured	Castanhao	1988	6	res_perc_diff_on_meas	64.1911916501793
measured	Castanhao	1989	1	res_perc_diff_on_meas	73.9589215643424
measured	Castanhao	1989	2	res_perc_diff_on_meas	71.9671238718931
measured	Castanhao	1989	3	res_perc_diff_on_meas	73.7200498498451
measured	Castanhao	1989	4	res_perc_diff_on_meas	80.1937496371307
measured	Castanhao	1989	5	res_perc_diff_on_meas	84.263788958454
measured	Castanhao	1989	6	res_perc_diff_on_meas	85.8338865884453
measured	Castanhao	1990	1	res_perc_diff_on_meas	97.7359207003723
measured	Castanhao	1990	2	res_perc_diff_on_meas	100.837954506768
measured	Castanhao	1990	3	res_perc_diff_on_meas	96.0793032572002
measured	Castanhao	1990	4	res_perc_diff_on_meas	97.4435791601494
measured	Castanhao	1990	5	res_perc_diff_on_meas	98.7261980524794
measured	Castanhao	1990	6	res_perc_diff_on_meas	98.882581033297
measured	Castanhao	1991	1	res_perc_diff_on_meas	73.1117260798938
measured	Castanhao	1991	2	res_perc_diff_on_meas	72.7495006648508
measured	Castanhao	1991	3	res_perc_diff_on_meas	76.7737223689736
measured	Castanhao	1991	4	res_perc_diff_on_meas	74.6413506657599
measured	Castanhao	1991	5	res_perc_diff_on_meas	78.4108675653057
measured	Castanhao	1991	6	res_perc_diff_on_meas	79.0049448420221
measured	Castanhao	1992	1	res_perc_diff_on_meas	70.7904924529768
measured	Castanhao	1992	2	res_perc_diff_on_meas	74.1346726768582
measured	Castanhao	1992	3	res_perc_diff_on_meas	74.741982672042
measured	Castanhao	1992	4	res_perc_diff_on_meas	76.5794048447741
measured	Castanhao	1992	5	res_perc_diff_on_meas	73.3045544410131
measured	Castanhao	1992	6	res_perc_diff_on_meas	74.3431035875007
measured	Castanhao	1993	1	res_perc_diff_on_meas	63.1412110429587
measured	Castanhao	1993	2	res_perc_diff_on_meas	61.3511781440027
measured	Castanhao	1993	3	res_perc_diff_on_meas	57.5339444632229
measured	Castanhao	1993	4	res_perc_diff_on_meas	55.0504365830121
measured	Castanhao	1993	5	res_perc_diff_on_meas	55.6274306707736
measured	Castanhao	1993	6	res_perc_diff_on_meas	54.7183627273251
measured	Castanhao	1994	1	res_perc_diff_on_meas	27.5553754257496
measured	Castanhao	1994	2	res_perc_diff_on_meas	30.6383234009027
measured	Castanhao	1994	3	res_perc_diff_on_meas	33.3472438100435
measured	Castanhao	1994	4	res_perc_diff_on_meas	35.6881988468776
measured	Castanhao	1994	5	res_perc_diff_on_meas	39.292695956611
measured	Castanhao	1994	6	res_perc_diff_on_meas	53.8141900122955
measured	Castanhao	1995	1	res_perc_diff_on_meas	NA
measured	Castanhao	1995	2	res_perc_diff_on_meas	NA
measured	Castanhao	1995	3	res_perc_diff_on_meas	NA
measured	Castanhao	1995	4	res_perc_diff_on_meas	NA
measured	Castanhao	1995	5	res_perc_diff_on_meas	NA
measured	Castanhao	1995	6	res_perc_diff_on_meas	NA
measured	Castanhao	1996	1	res_perc_diff_on_meas	NA
measured	Castanhao	1996	2	res_perc_diff_on_meas	NA
measured	Castanhao	1996	3	res_perc_diff_on_meas	NA
measured	Castanhao	1996	4	res_perc_diff_on_meas	NA
measured	Castanhao	1996	5	res_perc_diff_on_meas	NA
measured	Castanhao	1996	6	res_perc_diff_on_meas	NA
measured	Castanhao	1997	1	res_perc_diff_on_meas	NA
measured	Castanhao	1997	2	res_perc_diff_on_meas	NA
measured	Castanhao	1997	3	res_perc_diff_on_meas	NA
measured	Castanhao	1997	4	res_perc_diff_on_meas	NA
measured	Castanhao	1997	5	res_perc_diff_on_meas	NA
measured	Castanhao	1997	6	res_perc_diff_on_meas	NA
measured	Castanhao	1998	1	res_perc_diff_on_meas	67.9548530205665
measured	Castanhao	1998	2	res_perc_diff_on_meas	62.5749706733658
measured	Castanhao	1998	3	res_perc_diff_on_meas	63.5457627987044
measured	Castanhao	1998	4	res_perc_diff_on_meas	63.6882638932845
measured	Castanhao	1998	5	res_perc_diff_on_meas	59.6076066283834
measured	Castanhao	1998	6	res_perc_diff_on_meas	57.1249453489611
measured	Castanhao	1999	1	res_perc_diff_on_meas	28.6405704376943
measured	Castanhao	1999	2	res_perc_diff_on_meas	29.9481703194627
measured	Castanhao	1999	3	res_perc_diff_on_meas	33.3064260427518
measured	Castanhao	1999	4	res_perc_diff_on_meas	32.8857596267154
measured	Castanhao	1999	5	res_perc_diff_on_meas	38.1277075337572
measured	Castanhao	1999	6	res_perc_diff_on_meas	39.6657694794933
measured	Castanhao	2000	1	res_perc_diff_on_meas	36.330171442929
measured	Castanhao	2000	2	res_perc_diff_on_meas	43.6412315090866
measured	Castanhao	2000	3	res_perc_diff_on_meas	45.3373197728085
measured	Castanhao	2000	4	res_perc_diff_on_meas	48.8910790677906
measured	Castanhao	2000	5	res_perc_diff_on_meas	51.8986531664961
measured	Castanhao	2000	6	res_perc_diff_on_meas	56.7404527811135
measured	Castanhao	2001	1	res_perc_diff_on_meas	20.836006329888
measured	Castanhao	2001	2	res_perc_diff_on_meas	22.5061572999692
measured	Castanhao	2001	3	res_perc_diff_on_meas	25.1942895880517
measured	Castanhao	2001	4	res_perc_diff_on_meas	26.8192622278218
measured	Castanhao	2001	5	res_perc_diff_on_meas	24.800760656486
measured	Castanhao	2001	6	res_perc_diff_on_meas	27.5209281439008
measured	Castanhao	2002	1	res_perc_diff_on_meas	30.2161177971189
measured	Castanhao	2002	2	res_perc_diff_on_meas	30.2977358032265
measured	Castanhao	2002	3	res_perc_diff_on_meas	32.2207931216297
measured	Castanhao	2002	4	res_perc_diff_on_meas	34.4967203287848
measured	Castanhao	2002	5	res_perc_diff_on_meas	36.8972400299933
measured	Castanhao	2002	6	res_perc_diff_on_meas	39.1335104963661
measured	Castanhao	2003	1	res_perc_diff_on_meas	7.6466656775256
measured	Castanhao	2003	2	res_perc_diff_on_meas	10.1685656215233
measured	Castanhao	2003	3	res_perc_diff_on_meas	12.4600549045541
measured	Castanhao	2003	4	res_perc_diff_on_meas	13.8286019696146
measured	Castanhao	2003	5	res_perc_diff_on_meas	15.4737877661281
measured	Castanhao	2003	6	res_perc_diff_on_meas	17.0705714236072
measured	Castanhao	2004	1	res_perc_diff_on_meas	15.3809416437518
measured	Castanhao	2004	2	res_perc_diff_on_meas	21.9149730748126
measured	Castanhao	2004	3	res_perc_diff_on_meas	23.8099730415045
measured	Castanhao	2004	4	res_perc_diff_on_meas	26.0140764943881
measured	Castanhao	2004	5	res_perc_diff_on_meas	26.1743928988538
measured	Castanhao	2004	6	res_perc_diff_on_meas	33.3469833081249
measured	Castanhao	2005	1	res_perc_diff_on_meas	62.8315433288692
measured	Castanhao	2005	2	res_perc_diff_on_meas	62.0506554278253
measured	Castanhao	2005	3	res_perc_diff_on_meas	65.514862682993
measured	Castanhao	2005	4	res_perc_diff_on_meas	63.7193007351023
measured	Castanhao	2005	5	res_perc_diff_on_meas	66.7922660093626
measured	Castanhao	2005	6	res_perc_diff_on_meas	70.484745810082
measured	Castanhao	2006	1	res_perc_diff_on_meas	58.5062295719157
measured	Castanhao	2006	2	res_perc_diff_on_meas	60.483128117799
measured	Castanhao	2006	3	res_perc_diff_on_meas	63.8172829369585
measured	Castanhao	2006	4	res_perc_diff_on_meas	67.0406806978041
measured	Castanhao	2006	5	res_perc_diff_on_meas	73.1525147120034
measured	Castanhao	2006	6	res_perc_diff_on_meas	75.7709895901157
measured	Castanhao	2007	1	res_perc_diff_on_meas	61.278902453997
measured	Castanhao	2007	2	res_perc_diff_on_meas	71.7795884735937
measured	Castanhao	2007	3	res_perc_diff_on_meas	72.8784173005758
measured	Castanhao	2007	4	res_perc_diff_on_meas	75.1814893547861
measured	Castanhao	2007	5	res_perc_diff_on_meas	76.8088190663057
measured	Castanhao	2007	6	res_perc_diff_on_meas	79.4747283727098
measured	Castanhao	2008	1	res_perc_diff_on_meas	57.0670242602455
measured	Castanhao	2008	2	res_perc_diff_on_meas	58.0089998284166
measured	Castanhao	2008	3	res_perc_diff_on_meas	65.2653783932264
measured	Castanhao	2008	4	res_perc_diff_on_meas	69.9385504024019
measured	Castanhao	2008	5	res_perc_diff_on_meas	75.1147496896221
measured	Castanhao	2008	6	res_perc_diff_on_meas	79.2266871878618
measured	Castanhao	2009	1	res_perc_diff_on_meas	81.3927544168662
measured	Castanhao	2009	2	res_perc_diff_on_meas	84.7671433571925
measured	Castanhao	2009	3	res_perc_diff_on_meas	84.1645172500359
measured	Castanhao	2009	4	res_perc_diff_on_meas	89.7516640744754
measured	Castanhao	2009	5	res_perc_diff_on_meas	96.1344667176367
measured	Castanhao	2009	6	res_perc_diff_on_meas	100.094069562406
measured	Castanhao	2010	1	res_perc_diff_on_meas	82.9549584633873
measured	Castanhao	2010	2	res_perc_diff_on_meas	79.7534324342581
measured	Castanhao	2010	3	res_perc_diff_on_meas	77.4592346615372
measured	Castanhao	2010	4	res_perc_diff_on_meas	76.304225910665
measured	Castanhao	2010	5	res_perc_diff_on_meas	73.0535148028399
measured	Castanhao	2010	6	res_perc_diff_on_meas	76.1353972180429
measured	Castanhao	2011	1	res_perc_diff_on_meas	67.5142192305698
measured	Castanhao	2011	2	res_perc_diff_on_meas	73.5139082095669
measured	Castanhao	2011	3	res_perc_diff_on_meas	72.7622093174967
measured	Castanhao	2011	4	res_perc_diff_on_meas	75.0616009995935
measured	Castanhao	2011	5	res_perc_diff_on_meas	79.6286425083172
measured	Castanhao	2011	6	res_perc_diff_on_meas	80.7433027374627
measured	Castanhao	2012	1	res_perc_diff_on_meas	75.3776712194102
measured	Castanhao	2012	2	res_perc_diff_on_meas	77.634996477079
measured	Castanhao	2012	3	res_perc_diff_on_meas	75.1796073444733
measured	Castanhao	2012	4	res_perc_diff_on_meas	71.304970445486
measured	Castanhao	2012	5	res_perc_diff_on_meas	68.1753851359688
measured	Castanhao	2012	6	res_perc_diff_on_meas	67.2597037691853
measured	Castanhao	2013	1	res_perc_diff_on_meas	52.5141481822916
measured	Castanhao	2013	2	res_perc_diff_on_meas	51.6083263289449
measured	Castanhao	2013	3	res_perc_diff_on_meas	48.5372099473437
measured	Castanhao	2013	4	res_perc_diff_on_meas	47.7914084547635
measured	Castanhao	2013	5	res_perc_diff_on_meas	50.0728256578169
measured	Castanhao	2013	6	res_perc_diff_on_meas	54.0439326437142
measured	Castanhao	2014	1	res_perc_diff_on_meas	41.3145186337371
measured	Castanhao	2014	2	res_perc_diff_on_meas	44.3251917914377
measured	Castanhao	2014	3	res_perc_diff_on_meas	46.6993382813406
